SKILL_20150317_000001	Атака
SKILL_20151001_005282	Deals 20% additional damage to Flying-type monsters when equipped with a [Two-handed Bow].
SKILL_20151001_005283	Арбалет Мастерства
SKILL_20151001_005284	Ignores enemy defense by 5% per attribute level when equipped with a [One-handed Bow].
SKILL_20151001_005285	Decreases the time of the first rotation by 0.3 seconds and increases the number of rotations by 0.8 for [Broom Trap] per attribute level.
SKILL_20151001_005286	Increases the Companion's movement speed of [Praise] by 1 per attribute level.
SKILL_20151001_005287	Сплит Стрелке: Увеличить
SKILL_20151001_005288	Increases the damage dealt on an enemy with [Split Arrow] by 1% per attribute level.
SKILL_20151001_005289	Deals damage equal to 100% magic attack to nearby Devil-type monsters when using [Divine Might].
SKILL_20151001_005290	Корсар 2-го круга требуется
SKILL_20151001_005291	ЛЖ. 2 создать Shoggoth требуется
SKILL_20151016_005292	Critical Chance: +#{CaptionRatio}#{nl}Block: +#{SkillFactor}#% {nl}Evasion: -#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds
SKILL_20151016_005293	Spear Легких
SKILL_20151016_005294	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}{nl}Stab the enemy in front of you, and make it more vulnerable to [Pierce] attacks.
SKILL_20151016_005295	ATK #{SkillAtkAdd}#{nl}Attribute ATK #{CaptionRatio}#%{nl}Duration 6 Secs
SKILL_20151016_005296	Специальное Образование
SKILL_20151016_005297	Создает образование, которое приносит членов отряда вместе. Умение, время перезарядки из членов отряда, который вступил в образование будут сокращены в половину. Продолжительность увеличится по уровню квалификации, и количество членов в отряде.
SKILL_20151016_005298	Cooldown time reduced by 50%{nl}Duration at minimum #{CaptionRatio}#Secs ~ Max #{CaptionRatio2}#Secs
SKILL_20151016_005299	Вызвать Карету
SKILL_20151016_005300	{#993399}{ol}[Magic]{/}{/}{nl}Creates a gravity field in front of you in a line that pulls nearby enemies into it.
SKILL_20151016_005301	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Damages an enemy by throwing an Ice Sphere.
SKILL_20151016_005302	Пушечный Выстрел
SKILL_20151016_005303	Сбивания
SKILL_20151016_005304	Побед Взрыв
SKILL_20151016_005305	Пушки Взрыва
SKILL_20151016_005306	{#993399}{ol}[Magic]{/}{/}{nl}Carve an Owl Sculpture to protect yourself from the attacks of enemies in front of it.
SKILL_20151016_005307	Сводит на нет все волшебство рядом с вами.
SKILL_20151016_005308	 Время перезарядки навыка сократится в половину.
SKILL_20151016_005309	Spear Легких
SKILL_20151016_005310	Враг слаб против тяги типа атак.
SKILL_20151016_005311	Широкий Диапазон Скорость Атаки Увеличивается
SKILL_20151016_005312	Широкий Диапазон Скорость Атаки Увеличивается
SKILL_20151016_005313	ОРБ Призыва Дебаф
SKILL_20151016_005314	Кинжал Мастерства: Внезапная Атака
SKILL_20151016_005315	Когда вы атакуете противника со спины с кинжалом, это будет интернет-2.5% дополнительного урона за уровень атрибута.
SKILL_20151016_005316	Использование Рапиры
SKILL_20151016_005317	Enables you to equip the [Rapier] weapon type.
SKILL_20151016_005318	Максимальная масса увеличивается
SKILL_20151016_005319	Максимальная масса, которую можно переносить увеличивается на 20 из инвентаря персонажа. 
SKILL_20151016_005320	Компаньон Мастерство: Упорство
SKILL_20151016_005321	Компаньон выносливости потребляющих скорость будет снижена.
SKILL_20151016_005322	Компаньон неотложной терапии
SKILL_20151016_005323	When HP of a companion falls below 50%, receive [Emergency Treatment] to continuously recover HP. After [Emergency Treatment], [Can't be treated] status.
SKILL_20151016_005324	Мастерское Владение Щитом: Блок
SKILL_20151016_005325	Increases Block by 5% per attribute level when equipped with a [Shield].
SKILL_20151016_005326	Двуручный меч Искусность критический удар
SKILL_20151016_005327	Череп Качания: Ликвидировать К Отбрасыванию
SKILL_20151016_005328	[Skull Swing] does not push away enemies anymore.(When the attribute is ON, you won't be pushed away.)
SKILL_20151016_005329	Копье Выпад: Увеличить
SKILL_20151016_005330	Increases the damage dealt on an enemy with [Spear Легких] by 1% per attribute level.
SKILL_20151016_005331	Двуручное копье мастерство: проникновение
SKILL_20151016_005332	Increases your block penetration by 10% per attribute level when equipped with a [Two-handed Spear]
SKILL_20151016_005333	Рапира Master: Pierce
SKILL_20151016_005334	Increases your [Pierce] damage by 5% per attribute level when equipped with a [Rapier]. (Does not apply to basic attacks)
SKILL_20151016_005335	Increases the character's Fire property attack by 3 per attribute level when equipped with a [Staff].
SKILL_20151016_005336	Минусовая Щит: Контратака Повышения
SKILL_20151016_005337	When you block enemies' attacks using [Sub-Zero Shield] while equipped with a shield, there will be greater counter attack damage based on the Shield's defense. The counter attack damage will be 50% per attribute level.
SKILL_20151016_005338	Мастерское Владение Щитом: Зачаровать
SKILL_20151016_005339	Increases magic defense and ice property resistance equal to 25% of your equipped [Shield]'s defense per attribute level.
SKILL_20151016_005340	Замораживание Сфере: Повысить
SKILL_20151016_005341	Increases the damage dealt on an enemy with [Freezing Sphere] by 1% per attribute level.
SKILL_20151016_005342	Decreases the critical resistance of an enemy affected by [Slow] equal to 15% of your INT.
SKILL_20151016_005343	Двуручный лук мастерства: Анти-воздух
SKILL_20151016_005344	Deals 20% additional damage per attribute level to Flying-type monsters when equipped with a [Two-handed Bow].
SKILL_20151016_005345	Одноручный лук мастерства: игнорировать обороны
SKILL_20151016_005346	Ignores the enemy's armor by 5% per attribute level when equipped with a [One-handed Bow]
SKILL_20151016_005347	Пистолета: Точность
SKILL_20151016_005348	Увеличивает точность на 5% за каждый уровень атрибута при оснащении пистолетом-тип оборудования.
SKILL_20151016_005349	Револьвер Зачетный
SKILL_20151016_005350	Deals 10% additional damage per attribute level to Mutant-type monsters when equipped with a [Revolver].
SKILL_20151016_005351	Пушка Мастерства
SKILL_20151016_005352	Винтовка Мастерства: Охота
SKILL_20151016_005353	Causes instant kill on small-type monsters by 0.5% chance per attribute level when equipped with a [Rifle].
SKILL_20151016_005354	Zalciai: Enhance
SKILL_20151016_005355	Increases the critical attack of [Zalciai] by 1 per attribute level.
SKILL_20151016_005356	ЛЖ. 3 Zalciai требуется
SKILL_20151022_005357	{#DD5500}{ol}[Physical] - [Slash]{/}{/}{nl}Lift your sword up and perform a vertical strike downward. Medium and large size enemies suffering a defense reduction from [Skull Swing] take additional damage proportional to the reduced amount of defense. The enemy also takes additional damage according to the number of debuffs in effect.
SKILL_20151022_005358	Zornhau
SKILL_20151022_005359	Редель
SKILL_20151022_005360	Дергаться
SKILL_20151022_005361	Attaque Composee
SKILL_20151022_005362	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}Stab an enemy in front of you.
SKILL_20151022_005363	Lunge
SKILL_20151022_005364	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}Lower your stance and reach out to attack an enemy. Your evasion rate increases and the enemy becomes more vulnerable to [Slash] attacks.
SKILL_20151022_005365	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Evasion Rate: +#{CaptionRatio2}#%{nl}Duration: #{CaptionTime}# seconds
SKILL_20151022_005366	Семь Звезд
SKILL_20151022_005367	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}Stab an enemy with consecutive strikes.
SKILL_20151022_005368	Атаки Раковины
SKILL_20151022_005369	{#DD5500}{ol}[Physical] - [Strike]{/}{/}Attack an enemy with the guard of your sword. The enemy's defense is ignored when attacked again with [Pierce] attacks.
SKILL_20151022_005370	Уклонение Ощупь
SKILL_20151022_005371	{#DD5500}{ol}[Physical] - [Pierce]{/}{/}Move swiftly to avoid enemy attacks and deliver complex consecutive attacks.
SKILL_20151022_005372	Attack: #{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Evasion Rate: +#{CaptionRatio2}#%
SKILL_20151022_005373	Подготовка
SKILL_20151022_005374	Twirl the tip of your sword to parry an enemy attack and prepare for the next attack. The next [Pierce] attack you make will inflict twice as much damage.
SKILL_20151022_005375	Maximum Duration: #{CaptionRatio2}# seconds{nl}Block Rate +#{CaptionRatio}#%{nl}Duration: 15 seconds
SKILL_20151022_005376	Flanconnade
SKILL_20151022_005377	{#DD5500}{ol}[Physical] - [Slash]{/}{/}Perform a complex upward attack with your rapier. Temporarily increases your block rate.
SKILL_20151022_005378	Mijin но дзюцу
SKILL_20151022_005379	Bunshin no Jutsu
SKILL_20151022_005380	Mokuton no-Джитсу
SKILL_20151022_005381	Катон нет Джитсу
SKILL_20151022_005382	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Cast an arrow of ice that inflicts damage and has a chance of freezing the enemy.
SKILL_20151022_005383	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Make ice spikes sprout out in a line, inflicting damage and freezing enemies by chance.
SKILL_20151022_005384	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Ride on an enormous snowball and crush any enemies in your way.
SKILL_20151022_005385	Attack: 400% +#{SkillAtkAdd}#{nl}Attribute Damage: #{CaptionRatio}#%{nl}Casting Time: #{CaptionTime}# seconds{nl}AoE Attack Ratio: #{SkillSR}#
SKILL_20151022_005386	{#993399}{ol}[Magic]{/}{/}
SKILL_20151022_005387	Пожары снаряд целевых врагов на земле. Наносит 50% урона на летающих-типа враги.
SKILL_20151022_005388	Пожары снаряд целевых бортовых врагов. Наносит 50% урона по врагам на земле.
SKILL_20151022_005389	Огонь на землю с помощью гаубицы. Противники, попавшие под огонь, сбить с ног и наносит 5-кратный урон противнику структура.
SKILL_20151022_005390	Наносит урон нескольким противникам, развернув пушки в форме дуги в сторону земли.
SKILL_20151022_005391	Maximum HP: +#{CaptionRatio}#{nl}Movement Speed: +#{CaptionRatio2}#{nl}Duration: #{CaptionTime}# seconds{nl}Glyph Duration: 15 seconds
SKILL_20151022_005392	Высечь скульптуру из Ausrine, Богиня утренней звезды. Те в партии, кто круг вокруг скульптуру против часовой стрелки получают Божественную защиту и стать невосприимчивым к урону временно.
SKILL_20151022_005393	STR, CON, INT, SPR, DEX: -#{CaptionRatio}#{nl}Consumes SP per second{nl}Maximum Duration: 10 seconds
SKILL_20151022_005394	Вы и ваши партийцы временно предоставлено увеличить огонь, лед, молния, яд, и земля сопротивлений, и есть шанс что сводит на нет атаки от этих свойств.
SKILL_20151022_005395	Property Resistance: +#{CaptionRatio}#{nl}Nullification Chance: #{CaptionRatio2}#%{nl}Duration: #{CaptionTime}# seconds
SKILL_20151022_005396	Как собирать энергию и взорвать ее вперед. Враги получают урон и оттолкнул.
SKILL_20151022_005397	Вражеский спутник кусает и держит. Снизилась обороны.
SKILL_20151022_005398	Увеличивает уклонение ставка.
SKILL_20151022_005399	Слаб против Слэш-Тип атаки.
SKILL_20151022_005400	Игнорирует защиту с помощью Пирс-Тип атаки.
SKILL_20151022_005401	Увеличен Блок.
SKILL_20151022_005402	Увеличилось Пирс-Тип атаки при следующей атаке
SKILL_20151022_005403	Уклонение увеличено.
SKILL_20151022_005404	Увеличена скорость передвижения
SKILL_20151022_005405	Лечебный Фактор
SKILL_20151022_005406	Increases HP recovery
SKILL_20151022_005407	Кровопускание
SKILL_20151022_005408	Кровопускание государственной
SKILL_20151022_005409	Сжигание
SKILL_20151022_005410	Сжигание государственного
SKILL_20151022_005411	Клюв Маски
SKILL_20151022_005412	Оснащен маска.
SKILL_20151022_005413	Окурить
SKILL_20151022_005414	Fumigate были
SKILL_20151022_005415	Мастерское Владение Щитом: Снаряд Обороны
SKILL_20151022_005416	Яд Иммунитет
SKILL_20151022_005417	Непрерывно уменьшается ГНАУ 
SKILL_20151022_005418	Использовать Винтовки
SKILL_20151022_005419	Enables you to equip the [Rifle] weapon type.
SKILL_20151022_005420	Уплата Налога
SKILL_20151022_005421	Вы можете оплатить налог через Мастер. Быстрый способ стать модель гражданина-платить много и вовремя.
SKILL_20151022_005422	Increases your physical defense by 10% per attribute level when [Guard] is active.
SKILL_20151022_005423	Sequentially throw up to 3 enemies with [Iron Hook]. You cannot use [Keel Hauling] while capturing multiple enemies. (Unable to turn ON/OFF during [Guard])
SKILL_20151022_005424	Веселый Роджер: Единство
SKILL_20151022_005425	Nullifies an enemy's attack with a certain chance when [Jolly Roger] is active. Applies the chance by 0.5% per attribute level and increases the chance depending on the amount of pirate members. (However, it doesn't apply if nobody other than you is a pirate member)
SKILL_20151022_005426	Получить Коробку Пункт
SKILL_20151022_005427	Скорость вашего передвижения увеличивается на 4 за 7 секунд на каждый атрибут уровне при открывании сундука с сокровищами.
SKILL_20151022_005428	Рапира Мастери: Агрессия
SKILL_20151022_005429	Increases your [Pierce] damage by 3% per attribute level when equipped with a [Rapier] as a main weapon, and are not equipped with a [Shield] as a sub-weapon. (Does not apply to basic attacks)
SKILL_20151022_005430	Attaque Composee: Увеличить
SKILL_20151022_005431	Increases the damage dealt on an enemy with [Attaque Composee] by 1% per attribute level.
SKILL_20151022_005432	Легких: Enhance
SKILL_20151022_005433	Increases the damage dealt on an enemy with [Lunge] by 1% per attribute level.
SKILL_20151022_005434	Семь Звезд: Enhance
SKILL_20151022_005435	Increases the damage dealt on an enemy with [Sept Etoiles] by 1% per attribute level.
SKILL_20151022_005436	Атаки Оболочка: Enhance
SKILL_20151022_005437	Increases the damage dealt on an enemy with [Attaque Coquille] by 1% per attribute level.
SKILL_20151022_005438	Уклонение Ощупь: Enhance
SKILL_20151022_005439	Increases the damage dealt on an enemy with [Esquive Toucher] by 1% per attribute level.
SKILL_20151022_005440	Flanconnade: Enhance
SKILL_20151022_005441	Increases the damage dealt on an enemy with [Flanconnade] by 1% per attribute level.
SKILL_20151022_005442	Вызвать Слугу: Быстрый Заказ
SKILL_20151022_005443	Слуга применяет благотворное воздействие чаще.
SKILL_20151022_005444	Медленно: Свести На Нет Снижение
SKILL_20151022_005445	Decreases the chance of nullifying an attack by 6% per attribute level when enemies are affected by [Slow].
SKILL_20151022_005446	Ускорение: Увеличение Уклонения
SKILL_20151022_005447	Increases your evasion by 20 per attribute level while [Haste] is active.
SKILL_20151022_005448	Остановка: ИП уменьшить
SKILL_20151022_005449	Decreases the SP cost of [Stop] by 40.
SKILL_20151022_005450	Increases your block rate against [Projectile] attacks from enemies when equipped with a [Shield], increases your physical attack proportional to the shield's defense for 10 seconds after a successful block. Applies the proportional value by 50% per attribute level.
SKILL_20151022_005451	Player detoxified by [Detoxify] becomes immune to poison for 4 seconds per attribute level.
SKILL_20151022_005452	Wugushi: Яд Резерв
SKILL_20151022_005453	Уменьшается яд горшок стоимости на 1% за уровень атрибута при использовании Wugushi мастерства.
SKILL_20151022_005454	Jincan ГУ: Уклонение, Снижение
SKILL_20151022_005455	Decreases the evasion rate of enemies affected by [Jincan Gu] by 5% per attribute level.
SKILL_20151022_005456	Zhendu: Яд Сопротивление Уменьшить
SKILL_20151022_005457	Decreases the poison resistance of enemies affected by [Zhendu] by 7 per attribute level.
SKILL_20151022_005458	Захват: Союзник Магический Круг
SKILL_20151022_005459	You can seize not only an enemies' magic circle, but also your allies' with [Capturing].
SKILL_20151022_005460	Парящий: Увеличить
SKILL_20151022_005461	Increases the damage dealt on an enemy with [Hovering] by 1% per attribute level.
SKILL_20151022_005462	Фазан: Увеличить
SKILL_20151022_005463	Increases the damage dealt on an enemy with [Pheasant] by 1% per attribute level.
SKILL_20151022_005464	Кружат: Свести На Нет Снижение
SKILL_20151022_005465	Decreases the chance of nullifying the attack by 5% per attribute level when enemies are within the range of [Circling].
SKILL_20151022_005466	Увеличивает точность на 5% за каждый уровень атрибута при оснащении пистолетом-тип оборудования.
SKILL_20151022_005467	Deals 10% additional damage per attribute level to Mutant-type monsters when equipped with a [Revolver].
SKILL_20151022_005468	Отступление Выстрел: Признать Недействительным Увеличение
SKILL_20151022_005469	Increases the chance to nullify an enemy's attack while using [Retreat Shot] by 0.5% per attribute level.
SKILL_20151022_005470	Пушечным Выстрелом: Повысить
SKILL_20151022_005471	Increases the damage dealt on an enemy with [Cannon Shot] by 1% per attribute level.
SKILL_20151022_005472	Сбивания: Увеличить
SKILL_20151022_005473	Increases the damage dealt on an enemy with [Shootdown] by 1% per attribute level.
SKILL_20151022_005474	Побед Взрыв: Enhance
SKILL_20151022_005475	Increases the damage dealt on an enemy with [Siege Burst] by 1% per attribute level.
SKILL_20151022_005476	Кеннон Взрыв: Увеличить
SKILL_20151022_005477	Increases the damage dealt on an enemy with [Cannon Blast] by 1% per attribute level.
SKILL_20151022_005478	Increases the attack count of [Blessing] by 10 per attribute level.
SKILL_20151022_005479	Вырезать Мировое Древо: Поддерживать
SKILL_20151022_005480	Decreases the range of [Carve World Tree], but increases its duration by 10 seconds.
SKILL_20151022_005481	Статуя богини Ausrine: время перезарядки уменьшить
SKILL_20151022_005482	Decreases the cooldown of [Statue of Goddess Ausrine] by 10 seconds.
SKILL_20151022_005483	Decreases the enemy's physical defense by 30% with a chance of 10% per attribute level when using a basic attack during Out of Body. (Unable to turn ON/OFF during Out of Body.)
SKILL_20151022_005484	Decreases the SP cost per second of [Vashita Siddhi] by 0.5% per attribute level. 
SKILL_20151022_005485	Increases the chance of nullifying fire, ice, lightning, poison and earth property attacks by 0.8% per attribute level while [Resist Elements] is active.
SKILL_20151022_005486	Сопротивление Элементов: Увеличить
SKILL_20151022_005487	Increases the property resistance of [Resist Elements] by 1 per attribute level.
SKILL_20151022_005488	Магическая Защита Увеличивается: Продолжительность
SKILL_20151022_005489	Increases the duration of [Magic Defense Increase] by 1 second per attribute level.
SKILL_20151022_005490	Друида: животное-типа специальности
SKILL_20151022_005491	Increases the critical rate of the transformed animal-type monster via [Shape Shifting] or [Transform] by 10% per attribute level.
SKILL_20151022_005492	Друид: завод-Тип специальности
SKILL_20151022_005493	Increases the HP recovery and SP recovery of the transformed plant-type monster via [Shape Shifting] or [Transform] by 10% per attribute level.
SKILL_20151022_005494	Друид: насекомое-типа специальности
SKILL_20151022_005495	Increases the defense and magic defense of the transformed insect-type monster via [Shape Shifting] or [Transform] by 8% per attribute level.
SKILL_20151022_005496	Сброс: Время Перезарядки Уменьшить
SKILL_20151022_005497	Decreases the cooldown of [Resetting] by 30 seconds.
SKILL_20151022_005498	Прогноз: Признать Недействительным Увеличение
SKILL_20151022_005499	Increases the chance to nullify an enemy's attack while activating [Forecast] by 1% per attribute level.
SKILL_20151022_005500	Магической Энергии: Продолжительность
SKILL_20151022_005501	Increases the duration of [Arcane Energy] by 1 minute per attribute level.
SKILL_20151022_005502	Смертный Приговор: Медленно
SKILL_20151022_005503	Decreases the movement speed of the enemy affected by [Death Sentence] by 15% per attribute level.
SKILL_20151022_005504	Lv2 веселый Роджер " требуется
SKILL_20151022_005505	Lv3 сопротивляться элементов, необходимых
SKILL_20151022_005506	Lv3 призвать слугу требуется
SKILL_20151102_005507	Атаку дальним врагом
SKILL_20151102_005508	Кровавая Баня
SKILL_20151102_005509	Кровососущие
SKILL_20151102_005510	Кость Указывая
SKILL_20151102_005511	Ngadhundi
SKILL_20151102_005512	Kurdaitcha
SKILL_20151102_005513	Полюс агонии
SKILL_20151102_005514	Вызов
SKILL_20151102_005515	Mastema
SKILL_20151102_005516	{#DD5500}{ol}[Missile]{/}{/}{nl}Quickly fires a number of arrows at a designated area.
SKILL_20151102_005517	{#DD5500}{ol}[Missile]{/}{/}{nl}Pull your bowstring back to fire a highly piercing shot. Enemies hit are pinned onto the surrounding terrain.
SKILL_20151102_005518	Встань на колени чтобы улучшить вашу концентрацию. Увеличивает атаку, скорость атаки и дальность.
SKILL_20151102_005519	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires an arrow that bounces off of the target to hit an adjacent enemy.
SKILL_20151102_005520	{#DD5500}{ol}[Missile]{/}{/}{nl}Demonstrate your strength by firing a shot that pushes enemies away.
SKILL_20151102_005521	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires two shots at once at an enemy.
SKILL_20151102_005522	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires 5 arrows forward in an arc in front of you.
SKILL_20151102_005523	{#DD5500}{ol}[Missile]{/}{/}{nl}Aim with the tip of your arrow - and penetrate through enemies in front of you.
SKILL_20151102_005524	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires an arrow with a high chance of critical at a target.
SKILL_20151102_005525	Increases the attack of [Missile] skills while decreasing the attack speed.
SKILL_20151102_005526	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires an arrow with a bomb attached. Upon hitting a target, the arrow will explode after an amount of time, dealing extra damage.
SKILL_20151102_005527	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires an arrow that splits upon hitting a target to hit other adjacent enemies.
SKILL_20151102_005528	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires a spiraling arrow that deals multiple hits to a target.
SKILL_20151102_005529	{#DD5500}{ol}[Missile]{/}{/}{nl}Jump backwards while firing multiple arrows forward.
SKILL_20151102_005530	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires a stone bullet to push an enemy away. The target has a chance to be stunned.
SKILL_20151102_005531	{#DD5500}{ol}[Missile]{/}{/}{nl}Load multiple arrows into your crossbow and then fire them in quick succession at an enemy.
SKILL_20151102_005532	{#DD5500}{ol}[Missile] - [Poison]{/}{/}{nl}Blows a toxic arrow that inflicts damage over a long period of time.
SKILL_20151102_005533	{#DD5500}{ol}[Missile] - [Poison]{/}{/}{nl}Fires a contagious poison arrow. Poisoned target spreads poison around to nearby enemies whenever it is attacked.
SKILL_20151102_005534	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires a noise-making arrow. Enemies near the target fall under fear.
SKILL_20151102_005535	{#DD5500}{ol}[Missile]{/}{/}{nl}Shoot a flare at a designated area. Upon hitting the ground, the flare bursts into sparks that damages nearby enemies.
SKILL_20151102_005536	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires an arrow that, upon hitting a target, bounces to hit two nearby enemies.
SKILL_20151102_005537	{#DD5500}{ol}[Missile]{/}{/}{nl}If the target dies from this attack, it explodes. Party members gain STR for a period of time.
SKILL_20151102_005538	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires a wide broadhead arrow. Inflicts bleeding on the enemy hit.
SKILL_20151102_005539	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires a high-penetration bodkin arrow at an enemy. Lowers the defense of struck enemies and nullifies any protective magic.
SKILL_20151102_005540	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires a barbed arrow. Deals a number of hits dependent on enemy defense type.
SKILL_20151102_005541	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires an arrow that, upon hitting an enemy, creates a cross-shaped explosion.
SKILL_20151102_005542	{#DD5500}{ol}[Missile]{/}{/}{nl}Flame fumes from area shot with arrow and attacks enemies.
SKILL_20151102_005543	{#DD5500}{ol}[Missile]{/}{/}{nl}Fires an arrow with explosives attached. Upon hitting its target, the arrow will explode after an amount of time and cause collateral damage.
SKILL_20151102_005544	{#DD5500}{ol}[Missile]{/}{/}{nl}Focus fires multiple bullets toward an enemy.
SKILL_20151102_005545	{#DD5500}{ol}[Missile]{/}{/}{nl}Shoot forward while pushing yourself back with recoil.
SKILL_20151102_005546	{#DD5500}{ol}[Missile]{/}{/}{nl}Maneuver quickly with your mount and attack enemies in front.
SKILL_20151102_005547	{#DD5500}{ol}[Missile]{/}{/}{nl}Shoot in the opposite direction of travel while moving.
SKILL_20151102_005548	Заградительный Огонь
SKILL_20151102_005549	Выстрел в голову
SKILL_20151102_005550	Бекас
SKILL_20151102_005551	Проникновение Выстрел
SKILL_20151102_005552	Ударом Приклада
SKILL_20151102_005553	Штык Тяги
SKILL_20151102_005554	Пол Переключатель
SKILL_20151102_005555	Пандемии
SKILL_20151102_005556	Отомстили Всемеро
SKILL_20151102_005557	Nachash
SKILL_20151102_005558	Есть Sof
SKILL_20151102_005559	Меркаба
SKILL_20151102_005560	Гематрия
SKILL_20151102_005561	Нотарикон
SKILL_20151102_005562	Двойной Шанс
SKILL_20151102_005563	Снизить Уровень
SKILL_20151102_005564	Стелс
SKILL_20151102_005565	Снизилась скорость передвижения.
SKILL_20151102_005566	Stigma.
SKILL_20151102_005567	Вызова.
SKILL_20151102_005568	Вступительная Молитва: Избавь
SKILL_20151102_005569	Увеличилось собственника имущества Темная атака
SKILL_20151102_005570	Увеличено максимальное Кол-во HP.
SKILL_20151102_005571	Отражает атаку врага.
SKILL_20151102_005572	Окурить: Очищение
SKILL_20151102_005573	Увеличилось яд свойство сопротивления.
SKILL_20151102_005574	Окурить: Профилактика
SKILL_20151102_005575	Повышенная устойчивость шанс Lv3 состояние недомогания
SKILL_20151102_005576	Decreased Physical Defense
SKILL_20151102_005577	Снижение физической защиты.
SKILL_20151102_005578	Снизилась Магическая Защита
SKILL_20151102_005579	Снизилась магическая защита.
SKILL_20151102_005580	Снижение Физической Атаки
SKILL_20151102_005581	Снижение физической атаки.
SKILL_20151102_005582	Снизилась Магическая Атака
SKILL_20151102_005583	Снизилась магическая атака.
SKILL_20151102_005584	Снизилась скорость передвижения.
SKILL_20151102_005585	Гаэ Болг: Атака Зоны
SKILL_20151102_005586	Увеличена физическая атака и магическая атака
SKILL_20151102_005587	Гаэ Болг: Зоны Обороны
SKILL_20151102_005588	Увеличена физическая защита и магическая защита
SKILL_20151102_005589	Increases block penetration by 10% per attribute level when attacking an enemy with a [Two-handed Spear].
SKILL_20151102_005590	Inflicts [Bleeding] on an enemy attacked with [Keel Hauling] for 5 seconds. Increases the duration of [Bleeding] by 1 second per attribute level. Bleeding damage is proportional to the character's STR.
SKILL_20151102_005591	Кунай: Увеличить
SKILL_20151102_005592	Increases the damage dealt on an enemy with [Kunai] by 1% per attribute level.
SKILL_20151102_005593	Катон нет Джитсу: Enhance
SKILL_20151102_005594	Increases the damage dealt on an enemy with [Katon no Jutsu] by 1% per attribute level.
SKILL_20151102_005595	Mijin но дзюцу: увеличить
SKILL_20151102_005596	Increases the damage dealt on an enemy with [Mijin no Jutsu] by 1% per attribute level.
SKILL_20151102_005597	Mijin но дзюцу: Стелс
SKILL_20151102_005598	Your character will hide for 5 seconds after using [Mijin no Jutsu]. Increases the duration from Lv 2 by 1.5 seconds per attribute level.
SKILL_20151102_005599	Катон нет Джитсу: Стелс
SKILL_20151102_005600	Your character will hide for 2 seconds per attribute level after using [Katon no Jutsu].
SKILL_20151102_005601	Bunshin no Дзюцу: Выносливость
SKILL_20151102_005602	Увеличивает время цикла для ГНАУ затрат на 0.5 секунды за уровень атрибута.
SKILL_20151102_005603	Mokuton no Jutsu: Bind
SKILL_20151102_005604	Restricts movement of an enemy for 4 seconds when dealing damage with [Mokuton no Jutsu]. Increases the duration from Lv 2 by 1 second per attribute level.
SKILL_20151102_005605	Bunshin не дзюцу: снижение урона
SKILL_20151102_005606	Decreases the damage of the shadow clones of [Bunshin no Jutsu].
SKILL_20151102_005607	Dragontooth: Увеличить
SKILL_20151102_005608	Increases the damage dealt on an enemy with [Dragontooth] by 1% per attribute level.
SKILL_20151102_005609	Dragontooth: Уклонение
SKILL_20151102_005610	Increases the character's evasion by 10% per attribute level for 7 seconds after using [Dragontooth].
SKILL_20151102_005611	Серпантин: Увеличить
SKILL_20151102_005612	Increases the damage dealt on an enemy with [Серпантин] by 1% per attribute level.
SKILL_20151102_005613	Серпантин: Кровотечение
SKILL_20151102_005614	Enemies hit by [Serpentine] have a 2% chance per attribute level to be afflicted with [Bleeding] for 8 seconds. Bleeding damage is proportional to the character's physical attack.
SKILL_20151102_005615	Гаэ Болг: Увеличить
SKILL_20151102_005616	Increases the damage dealt on an enemy with [Гаэ Болг] by 1% per attribute level.
SKILL_20151102_005617	Создает зоны обороны за 15 секунд где копье бросается. Увеличивает физическую защиту и магическую защиту на 2% за членов партии в пределах зоны.
SKILL_20151102_005618	Создает зону атаки за 15 секунд где копье бросается. Увеличивает физическую атаку и магическую атаку на 2% для членов партии в пределах зоны.
SKILL_20151102_005619	Дракон Парить: Увеличить
