QUEST_LV_0100_20150317_000001	Страж
QUEST_LV_0100_20151224_014062	Поиск материалов на гигантский папоротник-Орляк
QUEST_LV_0100_20151224_014063	Эта лаборатория вроде бы связан гигантский папоротник-орляк. Осмотреться и попробовать найти какие-либо материалы, которые могли бы иметь отношение к ней.
QUEST_LV_0100_20151224_014064	Доставить дневник странствующего торговца Роза
QUEST_LV_0100_20151224_014065	Вы нашли дневник, касающихся гигантский папоротник-орляк эксперимента. Отдай его роз.
QUEST_LV_0100_20151224_014066	Возвращение Роуз и доставить дневник
QUEST_LV_0100_20151224_014067	Спасательные Странствующий Торговец Роза
QUEST_LV_0100_20151224_014068	Роза была захвачена демонами и неизвестного мастера. Спасательные Странствующий Торговец Поднялся.
QUEST_LV_0100_20151224_014069	Вы спасли Роуз. Поговорить с ней и увидеть, если она в порядке.
QUEST_LV_0100_20151224_014070	Победить демонов, которые пытались похитить Роуз
QUEST_LV_0100_20151224_014071	Странствующий торговец Роуз, кажется, теперь все будет в порядке. Поговорить с ней и выяснить, что делать дальше.
QUEST_LV_0100_20151224_014072	Найти питание устройства и извлеките источник питания
QUEST_LV_0100_20151224_014073	Для того, чтобы выключить гигантский папоротник-орляк устройство это источник питания должен быть удален. Использовать монстров, чтобы остановить замораживание магические круги и извлеките источник питания.
QUEST_LV_0100_20151224_014074	Вы убрали источник питания эксперимента устройства. Сказать Розе об этом.
QUEST_LV_0100_20151224_014075	Следуйте странствующий торговец поднялся к входу в монастырь Novaha
QUEST_LV_0100_20151224_014076	Устройство, подключенное к порту гигантский папоротник, кажется, сейчас. Встретить розы в Novaha монастырь вход.
QUEST_LV_0100_20151224_014077	Победить стража демонов
QUEST_LV_0100_20151224_014078	Странствующий торговец Роуз говорит, что есть демоны, охраняющие вход в монастырь Novaha. Победить стража демонов.
QUEST_LV_0100_20151224_014079	Вы победили всех демонов у входа в монастырь. Поговорить с Роуз.
QUEST_LV_0100_20151224_014080	Победить Gremrin монастырь охраняют вход
QUEST_LV_0100_20151224_014081	Поговорите с травник Талас
QUEST_LV_0100_20151224_014082	Травник Талас пойман в ловушку! Идите поговорите с травник Талас сразу.
QUEST_LV_0100_20151224_014083	Бесплатно травник Талас из ловушки
QUEST_LV_0100_20151224_014084	Травник Таласе, похоже, попался в ловушку, убегая от демонов. Релиз Талас из ловушки.
QUEST_LV_0100_20151224_014085	Вы убрали ловушку. Задать травник Таласской если у него все в порядке.
QUEST_LV_0100_20151224_014086	Демон Котлы
QUEST_LV_0100_20151224_014087	Травник Талас вроде бы нормально, к счастью. Задать Таласской именно то, что с ним произошло.
QUEST_LV_0100_20151224_014088	Снимите защитный барьер вокруг демона котлы
QUEST_LV_0100_20151224_014089	Травник Талас видел демонов добавить типа ядовитое растение в котлах и пытались уничтожить их. Идите Ruivara поле и удалить демон котлы' защитный барьер.
QUEST_LV_0100_20151224_014090	Уничтожить демона котлы
QUEST_LV_0100_20151224_014091	Вы отключили всю защиту щитом создания устройств. Уничтожить котлы.
QUEST_LV_0100_20151224_014092	Вы уничтожили все котлы. Вернитесь к Травнику Талас.
QUEST_LV_0100_20151224_014093	Похоже, травник Талас-прежнему есть что сказать. Продолжай в Талас.
QUEST_LV_0100_20151224_014094	Установка коробки на огонь и ядовитые травы
QUEST_LV_0100_20151224_014095	Травник Талас хочет сжечь демонов' материалов для предотвращения их от возобновления их эксплуатации. Идите в Saloto низменности и сжечь демонов " коробки из ядовитых трав.
QUEST_LV_0100_20151224_014096	Доклад травник Талас
QUEST_LV_0100_20151224_014097	Вы сгорели все ящики с ядовитыми травами. Вернуться в Талас.
QUEST_LV_0100_20151224_014098	Rescue
QUEST_LV_0100_20151224_014099	Следуйте за Роуз в Novaha монастырь
QUEST_LV_0100_20151224_014100	Демоны, охраняющие вход в монастырь были побеждены. Следуйте Роза внутри Novaha монастырь.
QUEST_LV_0100_20151224_014101	Поговорите с людьми из деревни Croa
QUEST_LV_0100_20151224_014102	Жители Croa села оказались заблокированными внутри специальный читальный зал. Спросите у жителей, знают ли они решение.
QUEST_LV_0100_20151224_014103	Жители села говорят Novaha монастыря монахи знаю способ, но они увидел одного из них, увлекаемая демонами раньше. Передать эту информацию в Rose.
QUEST_LV_0100_20151224_014104	Спасение монаха Госс в сверкающие оболочка / колонки небольшого коридора
QUEST_LV_0100_20151224_014105	Странствующий торговец Роза думает, что лучше спасти монаха Госс также жителям предложено. Головы в сверкающие оболочка / колонки небольшой коридор и спасти монаха Госс!
QUEST_LV_0100_20151224_014106	Вы спасли монаха Госс. Проверьте, есть ли у него все в порядке и спросить его, знает ли он способ открыть дверь в специализированном читальном зале.
QUEST_LV_0100_20151224_014107	Монах Госса, похоже, нашла способ открыть дверь. Поговорите с монахом Госс.
QUEST_LV_0100_20151224_014108	Получить Зеленый Явления Суть
QUEST_LV_0100_20151224_014109	Монах Госс говорит, что демоны создали магический круг, который может быть открыт только доказав, что вы демон. Это должно быть возможным с некоторыми зелеными явление сущности.
QUEST_LV_0100_20151224_014110	Доставить монаха Госс
QUEST_LV_0100_20151224_014111	Вы собрали достаточно зеленый Призрак эссенции использовать на магический круг. Отдай преподобному Госс.
QUEST_LV_0100_20151224_014112	Собирать %s, чтобы доказать, что вы демон
QUEST_LV_0100_20151224_014113	Вы собрали некоторые зеленый Призрак эссенции, чтобы доказать, что вы демон. Задать монах Госса о том, что делать дальше.
QUEST_LV_0100_20151224_014114	Защитить монаха Госс, пока дверь в специализированном читальном зале открыт
QUEST_LV_0100_20151224_014115	Монах Госс говорит, открывая дверь легко, хотя это займет некоторое время. Защитить монаха Госса, когда он открывает дверь в специализированном читальном зале.
QUEST_LV_0100_20151224_014116	Дверь в специальный читальный зал открыт! Поговорите с монахом Госс.
QUEST_LV_0100_20151224_014117	Дверь в специализированном читальном зале, наконец, открыты. Поговорить с странствующий торговец поднялся.
QUEST_LV_0100_20151224_014118	Странствующий торговец Роуз думает, что это лучше для жителей села бежать сразу. Помочь людям уйти в безопасное место.
QUEST_LV_0100_20151224_014119	Поговорите с Роуз на Novaha монастырь вход
QUEST_LV_0100_20151224_014120	Странствующий торговец Роза успешно помогли людям Croa Побег из деревни в безопасное место. Поговорить с странствующий торговец поднялся.
QUEST_LV_0100_20151224_014121	Поражение атакующих Mummyghast
QUEST_LV_0100_20151224_014122	Exhausted
QUEST_LV_0100_20151224_014123	Поговорите с жертвой эксперимента Tilis
QUEST_LV_0100_20151224_014124	Эксперимент жертва Tilis, кажется, в ужасном состоянии. Задать Tilis если есть все, что вы можете помочь.
QUEST_LV_0100_20151224_014125	Дают зелье восстановления запаса сил
QUEST_LV_0100_20151224_014126	Tilis была жертвой ужасных экспериментов, и его тело находится в плохом состоянии. Дают зелье восстановления выносливости до эксперимента потерпевший Tilis.
QUEST_LV_0100_20151224_014127	Эксперимент жертва Tilis, кажется, немного пришел в себя. Поговорите с жертвой эксперимента Tilis.
QUEST_LV_0100_20151224_014128	Поговорите с жертвой эксперимента Tilis
QUEST_LV_0100_20151224_014129	Эксперимент жертва Tilis, похоже, чувствует себя немного лучше после принятия зелья. Поговорите с жертвой эксперимента Tilis.
QUEST_LV_0100_20151224_014130	Эксперимент жертва Tilis хочет, чтобы вы помогли им бежать в монастырь. Одолеть любых демонов поблизости.
QUEST_LV_0100_20151224_014131	Доклад экспериментировать жертва Tilis
QUEST_LV_0100_20151224_014132	Окружающие районы кажутся безопаснее сейчас. Иди и скажи эксперимента потерпевший Tilis об этом.
QUEST_LV_0100_20151224_014133	Победить демонов поблизости
QUEST_LV_0100_20151224_014134	Поговорите с жертвой эксперимента Филсов
QUEST_LV_0100_20151224_014135	Эксперимент Фис жертва рухнула на землю внутри монастыря. Задать Филсов если они в порядке, и поговорить с ними.
QUEST_LV_0100_20151224_014136	Собрать эксперимент имущество жертв
QUEST_LV_0100_20151224_014137	Эксперимент жертва Фис хочет, чтобы вы нашли предметы, принадлежавшие эксперимент погибших. Идите в Raundona кругу зал и собирать имущество людей.
QUEST_LV_0100_20151224_014138	Доставить экспериментировать жертва Филсов
QUEST_LV_0100_20151224_014139	Вы, кажется, нашли все имущество людей. Довести их до Филсов.
QUEST_LV_0100_20151224_014140	Rescue Edmundas
QUEST_LV_0100_20151224_014141	Следуйте странствующий торговец поднялся на Novaha Приложение
QUEST_LV_0100_20151224_014142	Теперь, когда народ Croa деревне безопасны, пойти и спасти Роуз брат. Следуйте за Роуз в Novaha приложении и поговорить с ней.
QUEST_LV_0100_20151224_014143	Поиск Розы брат Эдмундас
QUEST_LV_0100_20151224_014144	Странствующий торговец Роуз ушли в подполье, как демоны за ней. Искать место, где ее брат Эдмундас настоящее время в плену в Novaha приложении.
QUEST_LV_0100_20151224_014145	Роуз брат Эдмундас настоящее время в плену в Apega казенной палаты. Вернуться в путешествия купец поднялся и скажи ей.
QUEST_LV_0100_20151224_014146	Следуйте за Роуз в Apega Государственный камерный
QUEST_LV_0100_20151224_014147	Странствующий торговец поднялся и побежал в Apega государственного камерного где ее брат находится в плену. Поговорите с ней внутри камеры.
QUEST_LV_0100_20151224_014148	Устранить причину Эдмундас' боль
QUEST_LV_0100_20151224_014149	Эдмундас говорит мастер пришел в номер, заставляя его чувствовать боль внезапно. Зайдите на внутренней части Apega Государственный камерный и уничтожить то, что причиняет боль Эдмундас.
QUEST_LV_0100_20151224_014150	Вы уничтожили все хрустальные колонны. Вернитесь странствующий торговец поднялся.
QUEST_LV_0100_20151224_014151	Эдмундас будет хорошо теперь. Пойти и поговорить с странствующий торговец воскрес.
QUEST_LV_0100_20151224_014152	Уничтожить таинственного мастера Магия камня боли
QUEST_LV_0100_20151224_014153	Как вы собирались уничтожить защитный барьер вокруг Эдмундас, загадочный маг появился и похитил Розу! Поторопиться и уничтожить волшебника магический камень боль!
QUEST_LV_0100_20151224_014154	Вам удалось спасти Эдмундас, но Роуз был увезен таинственного мастера. Поговорите Эдмундас выяснить, что делать дальше.
QUEST_LV_0100_20151224_014155	Потерять Розу Эдмундас опустошен. Поговорить с ним и выяснить способ, чтобы спасти Розу.
QUEST_LV_0100_20151224_014156	Найти возможность, чтобы освободить Эдмундас от оков
QUEST_LV_0100_20151224_014157	Найти возможность, чтобы освободить Эдмундас от оков в казенную палату.
QUEST_LV_0100_20151224_014158	Эдмундас свободен от оков сейчас. Вернуться к Эдмундасу.
QUEST_LV_0100_20151224_014159	Experiment
QUEST_LV_0100_20151224_014160	Поговорите с жертвой эксперимента Hilbeth
QUEST_LV_0100_20151224_014161	Эксперимент жертва Hilbeth просит помощи. Спросите его, что случилось.
QUEST_LV_0100_20151224_014162	Поиск Hilbeth рюкзак
QUEST_LV_0100_20151224_014163	Эксперимент жертва Hilbeth хочет, чтобы вы нашли его рюкзак трав. Идите в Tebeti небольшой коридор и отыскать Hilbeth рюкзак.
QUEST_LV_0100_20151224_014164	Доставить экспериментировать жертва Hilbeth
QUEST_LV_0100_20151224_014165	Вы нашли Hilbeth рюкзак. Отдай экспериментировать жертва Hilbeth.
QUEST_LV_0100_20151224_014166	Эксперимент жертва Hilbeth взял травы в рюкзак и, кажется, чувствует себя лучше сейчас. Поговорите с жертвой эксперимента Hilbeth.
QUEST_LV_0100_20151224_014167	Поиск развалившегося кинотеатра им. Довженко
QUEST_LV_0100_20151224_014168	Hilbeth семья были жертвами экспериментов демон рухнул на Гранд коридор и нужно спасать. Ехать туда и разбираться.
QUEST_LV_0100_20151224_014169	Все, что вы могли собрать некоторые предметы, найденные в странную груду папоротник-орляк. Реле это для эксперимента потерпевший Hilbeth.
QUEST_LV_0100_20151224_014170	Объекты, которые вы нашли в рухнувшей Гранд коридора были Hilbeth семьи вещи. Предлагаем Hilbeth некоторые слова утешения.
QUEST_LV_0100_20151224_014171	Уничтожить оставшиеся эксперимент помещений в Errzze Оратории
QUEST_LV_0100_20151224_014172	Эксперимент жертва Hilbeth хочет чтобы остановить любой вид эксперимента не повторилось. Как и просили, уничтожить оставшихся демонов эксперимент помещений в Errzze Оратории.
QUEST_LV_0100_20151224_014173	Вы уничтожили всех объектов эксперимента. Идите и поговорите с жертвой эксперимента Hilbeth.
QUEST_LV_0100_20151224_014174	Преподобный последней миссии
QUEST_LV_0100_20151224_014175	Поговорите с монахом Абельс
QUEST_LV_0100_20151224_014176	Монах Абельс' состояние заметно ухудшилось. Поговорите с монахом Абельс.
QUEST_LV_0100_20151224_014177	Получить священную реликвию Фрагменты на Гайле часовня
QUEST_LV_0100_20151224_014178	Монах Абельс не можем закрывать глаза на ущерб демонов сделали. Перейти к Гайле часовня и получить священную реликвию фрагментов необходимо, чтобы очистить монастырь.
QUEST_LV_0100_20151224_014179	Доставить монаха Абельс
QUEST_LV_0100_20151224_014180	Вы собрали столько священную реликвию фрагменты, как это возможно. Довести их до монаха Абельс.
QUEST_LV_0100_20151224_014181	Монах Абельс' состояние ухудшается. Послушайте, что Абельс скажет.
QUEST_LV_0100_20151224_014182	Подготовить реликвия для очищения монастырь
QUEST_LV_0100_20151224_014183	Монах Абельс поставить его последние усилия в восстановлении святыни. Использовать реликвию для очищения разных частях монастыря.
QUEST_LV_0100_20151224_014184	Доклад монаха Абельс
QUEST_LV_0100_20151224_014185	Вы завершили очистительный процесс. Иди и слушай после монаха Абельс в его последние мгновения.
QUEST_LV_0100_20151224_014186	Спасти Розу
QUEST_LV_0100_20151224_014187	Следуйте Эдмундас в Novaha Институт, чтобы спасти Розу
QUEST_LV_0100_20151224_014188	Эдмундас побежал внутрь Novaha Институт, чтобы спасти Роуз, прошу вас помочь спасти ее. Чтобы помочь Эдмундас сохранить Розы, следовать за ним внутрь институт и поговорить с ним.
QUEST_LV_0100_20151224_014189	Найти черные объекты перегружать устройство
QUEST_LV_0100_20151224_014190	Эдмундас хочет попробовать и перегрузки устройства, но он не уверен, что использовать для этого. Сейчас, попробовать и победил Браун Колибри и собирать любые черные объекты, которые вы можете получить, потом довести их до Эдмундас.
QUEST_LV_0100_20151224_014191	Черное вещество мастер, используемых на устройстве была коричневая Колибри слизи. Поговорите Эдмундас снова.
QUEST_LV_0100_20151224_014192	Соберите Коричневые Колибри Слизи
QUEST_LV_0100_20151224_014193	Принести Розы к безопасности, нужно перегрузить устройство и уничтожить его. Собрать как можно больше коричневых Колибри слизи, как вы можете.
QUEST_LV_0100_20151224_014194	Доставить к Эдмундасу
QUEST_LV_0100_20151224_014195	Вы собрали достаточно коричневых Колибри слизи. Вернуть его к Эдмундасу.
QUEST_LV_0100_20151224_014196	Поражение коричневых Колибри чтобы получить слизь
QUEST_LV_0100_20151224_014197	Поговорите Эдмундас в главный зал Атриум
QUEST_LV_0100_20151224_014198	Эдмундас говорит следующее устройство в Главном зале "Атриум". Эдмундас следовать в главный зал Атриум.
QUEST_LV_0100_20151224_014199	Уничтожить контроль над разумом кристаллы
QUEST_LV_0100_20151224_014200	Роза могла бы быть под влиянием контроля сознания кристаллов. Получить защитный барьер от устройства внутрь главного зала Атриум и уничтожить кристалл.
QUEST_LV_0100_20151224_014201	Вы уничтожили все кристаллы контроля сознания. Поговорите Эдмундас.
QUEST_LV_0100_20151224_014202	Поговорите Эдмундас поблизости средне Состояние квартиры
QUEST_LV_0100_20151224_014203	Эдмундас взял лифт на средне Состояние квартиры. Следуйте Эдмундас.
QUEST_LV_0100_20151224_014204	Спасение розы на Kilnuma Оратории
QUEST_LV_0100_20151224_014205	Мастер хочет использовать Розы, чтобы распространиться гигантский папоротник спорами. Расстроить планы колдуна и спасти Розу на Kilnuma Оратории!
QUEST_LV_0100_20151224_014206	Вы спасли Розу и принес ее обратно в безопасное место. Спросите Розу, если она в порядке.
QUEST_LV_0100_20151224_014207	Edmundas is worried
QUEST_LV_0100_20151224_014208	Похоже, Эдмундас хочет попросить тебя об одолжении. Поговорите Эдмундас.
QUEST_LV_0100_20151224_014209	Поражение монстров на средне Состояние квартиры
QUEST_LV_0100_20151224_014210	Эдмундас не полностью восстановился, и монстры его тревожит. Победить монстров в средне Состояние квартиры Эдмундас и Роза.
QUEST_LV_0100_20151224_014211	Доклад Эдмундас
QUEST_LV_0100_20151224_014212	Вы победили монстров на средне Состояние квартиры. Скажите Эдмундас они будут в безопасности на некоторое время теперь.
QUEST_LV_0100_20151224_014213	Монстров может быть и умер, но Эдмундас все еще волновался по поводу демонов. Поговорите Эдмундас.
QUEST_LV_0100_20151224_014214	Реле ситуации в Оршанский мастера Submaster
QUEST_LV_0100_20151224_014215	Согласно Эдмундас, Мастер Submaster в Орше задолжал ему услугу и может быть в состоянии помочь им. Идите к волшебнику Submaster в Орше и объяснить, что случилось с Эдмундас и Роза.
QUEST_LV_0100_20151224_014216	Мастер Submaster жалеет о том, что случилось с братьями и сестрами. Попросите мастера Submaster для способ остановить демонов.
QUEST_LV_0100_20151224_014217	Крафт защитного барьера Кристалл
QUEST_LV_0100_20151224_014218	Мастер Submaster дал тебе рецепт защитного барьера кристалла. Поражение Мертворожденные Церковь в Novaha Институт, чтобы получить демона сущность,
QUEST_LV_0100_20151224_014219	затем нажмите клавишу, чтобы перейти в режим покоя и ремесло защитного барьера кристалла.
QUEST_LV_0100_20151224_014220	Место защиты барьер Кристалл
QUEST_LV_0100_20151224_014221	Защита барьера Кристалл завершена. Вернуться к Эдмундасу и поместите кристалл.
QUEST_LV_0100_20151224_014222	Ремесла %ы
QUEST_LV_0100_20151224_014223	Эдмундас и Роза теперь будет защищена от атак демона. Скажите Эдмундас об этом.
QUEST_LV_0100_20151224_014224	Похоже, странствующий торговец Роза имеет окончательной просьба. Поговорить с Роуз.
QUEST_LV_0100_20151224_014225	Извлеките источники питания в гигантский Папоротник Споровое племенного устройства в Sotras часовня
QUEST_LV_0100_20151224_014226	Извлеките источники питания в гигантский папоротник споровое племенного устройства внутри Sotras часовня. Чтобы сохранить источники питания от повторной активации, вы будете иметь, чтобы удалить их в правильном порядке.
QUEST_LV_0100_20151224_014227	Вы деактивировали спорово племенного устройства. Скажите странствующий торговец Роуз об этом.
QUEST_LV_0100_20151224_014228	Слушать Роуз подробные показания
QUEST_LV_0100_20151224_014229	Странствующий торговец Роза считает, что она смогла прочитать часть волшебника ум, когда она находилась под контроль разума. Слушать ее показания.
QUEST_LV_0100_20151224_014230	Роза выглядит опустошенной, услышав от Тесс, что ее брат был доставлен в другое место. Поговорить с странствующий торговец поднялся.
QUEST_LV_0100_20151224_014231	Роуз вернулась к ней чувств, услышав ваши слова утешения. Поговорить с Роуз о том, что делать дальше.
QUEST_LV_0100_20151224_014232	Член Гражина чувствует себя в опасности и хочет, чтобы ты доставила объекты, скрытые в астрале башни. Доставить Гражина объектов членам Ирмантаса.
QUEST_LV_0100_20151224_014233	Член Гражина нуждается в вас, чтобы найти член Алина. Она говорит, что увидел, как она бежит на юг, мимо член Ирмантаса
QUEST_LV_0100_20151224_014234	Расскажите член Ирмантаса о смерти члена Алина и ее объекты.
QUEST_LV_0100_20151224_014235	Демон Господа кольчугу потребности своих слуг, чтобы помочь ему одержать победу над демонами гоняется за ним. Чтобы помочь кольчугу рабов своих назовет, отключить монстров и пусть кольчугу поглощать их.
QUEST_LV_0100_20151224_014236	Поражение Drapeliun
QUEST_LV_0100_20151224_014237	Демон Господа кольчугу считает, что пришло время, чтобы победить Drapeliun. Он надеется перетащить Drapeliun из подозрительного устройства в Fiskavi равнины и победить с вашей помощью.
QUEST_LV_0100_20151224_014238	Вы победили Drapeliun. Поговорите с повелителем демонов кольчугу.
QUEST_LV_0100_20151224_014239	Собирать %ы, победив монстров в Apgaudin перекрестке
QUEST_LV_0100_20151224_014240	Собирать Mochia стебли на Mochia поля
QUEST_LV_0100_20151224_014241	Gailus Legwyn дух говорит Картас Охотник encapsuled внутри кристалла благословение, что означает, что если демон будет повержен, нет никакого способа, чтобы вернуть кристалл. Собрать некоторые Mochia стебли на Mochia поля для того, чтобы призвать вассалов Legwyn против семьи охотника.
QUEST_LV_0100_20151224_014242	Вы собрали достаточно Mochia стебли. Довести их до Gailus Legwyn дух.
QUEST_LV_0100_20151224_014243	Путешествие Начинается
QUEST_LV_0100_20151224_014244	Какой ужасный сон. Но пришло время, чтобы направиться в Орше. Поговорите поселенцев Bowein по Lemprasa пруд.
QUEST_LV_0100_20151224_014245	Нажмите клавишу M, чтобы просмотреть карту и найти поселенцев Brophen.
QUEST_LV_0100_20151224_014246	Нажмите клавишу M, чтобы открыть карту. Проверить поселенцев Brophen нахождения в нем, тогда иди и поговори с ним.
QUEST_LV_0100_20151224_014247	Победить Роя Kepas
QUEST_LV_0100_20151224_014248	Вы защищали поселенцев Brophen от Kepas атаки. Поговорите поселенцев Brophen.
QUEST_LV_0100_20151224_014249	Использовать Статус точки
QUEST_LV_0100_20151224_014250	Brophen говорит, что вы можете использовать статусные очки, повышая его уровень, чтобы стать еще сильнее. Нажмите клавишу F1 и распространять свой новый статус точки.
QUEST_LV_0100_20151224_014251	Вы чувствуете себя сильнее теперь, после используя состояние точки. Поговорите поселенцев Brophen снова.
QUEST_LV_0100_20151224_014252	Поселенец Brophen учил тебя, как использовать статусные очки. Поговорите поселенцев Brophen снова и узнать, что делать дальше.
QUEST_LV_0100_20151224_014253	Доставить травы листьев мазь для поселенцев Лейла
QUEST_LV_0100_20151224_014254	Поселенец Поселенец Brophen говорит Лейла может знать, где мэр. Он также попросил передать некоторые травы листьев мазь для нее. На пути к временных поселенцев лагеря, пойти посмотреть Лейла и даем ей траву листьев мазь.
QUEST_LV_0100_20151224_014255	Поселенец Лейла говорит мэр Романас руководит временных поселенцев лагеря. Идите и поговорите с мэром термы.
QUEST_LV_0100_20151224_014256	Мэр Романас верит в свой талант и удостоверюсь, что ты признался в Орше сразу. Офицер Lutas ищет тебя
QUEST_LV_0100_20151224_014257	Офицер Lutas обрабатывает поселенцев вход в Орше но задача ощущает бесконечное. Поговорите с офицером Lutas снова.
QUEST_LV_0100_20151224_014258	В Poata внезапно появился на въезде в Оршу, а это угрожает поселенцы! Победить Poata и сделать вход в Орше лечится.{nl}{nl}в Poata внезапно появился на въезде в Оршу, а это угрожает поселенцы! Победить Poata и сделать вход в Орше лечится.
QUEST_LV_0100_20151224_014259	Вы победили Poata. Поговорите с офицером Lutas снова.
QUEST_LV_0100_20151224_014260	Победить Poata атакующих Оршанский отдел миграции
QUEST_LV_0100_20151224_014261	Вы победили Poata. Поговорите с офицером Lutas снова.
QUEST_LV_0100_20151224_014262	Ваши вступительные формальности были обработаны. Вы можете посетить Орше сейчас.
QUEST_LV_0100_20151224_014263	Поговорить с Инессой Hamondale, Господа Орши
QUEST_LV_0100_20151224_014264	Господа из г. Орша ищет кого-то с навыками. Во-первых, чтобы найти епископа Оршанского, Урбонас, поговорить с Инессой Hamondale, Господа Орши, на центральной площади.
QUEST_LV_0100_20151224_014265	Поселенец Izna смотрит пристально на тебя. Поговорите поселенцев Izna.
QUEST_LV_0100_20151224_014266	Поражение листьев ошибок, чтобы получить красные листья
QUEST_LV_0100_20151224_014267	Поселенец Izna хочет сделать какое-то лекарство для вас в знак благодарности. Поражение листьев некоторых багов Ziedo вокруг пруда, чтобы получить красные листья для медицины.
QUEST_LV_0100_20151224_014268	Доставить красные листья поселенцев Izna
QUEST_LV_0100_20151224_014269	Вы собрали достаточно красными листьями как просил поселенцев Izna. Принести их ей.
QUEST_LV_0100_20151224_014270	Поражение листьев ошибок, чтобы получить % - ы
QUEST_LV_0100_20151224_014271	Поселенец Izna, кажется, есть просьба к вам. Поговорите поселенцев Izna.
QUEST_LV_0100_20151224_014272	Поражение Chinencys получить Rampar слизи
QUEST_LV_0100_20151224_014273	Поселенец Izna хочет сделать выносливость таблетки для Новоселов, прибывающих в Орше. Поражение Chinencys вокруг Ziedo пруд и собирать Rampar слизи использовалась выносливости таблетки.
QUEST_LV_0100_20151224_014274	Доставить Rampar слизи поселенцев Izna
QUEST_LV_0100_20151224_014275	Вы собрали достаточно Rampar слизи как просил поселенцев Izna. Принести его ей.
QUEST_LV_0100_20151224_014276	Поражение Chinencys получить % - ы
QUEST_LV_0100_20151224_014277	Поселенец Izna, кажется, глубоко о чем-то волновался. Поговорите поселенцев Izna.
QUEST_LV_0100_20151224_014278	Развести костер на Адатно шоссе
QUEST_LV_0100_20151224_014279	Поселенец Izna считает некоторые жители села имеют потерялся на пути к Орше. Перейти на компания ADATA шоссе и развести костер, чтобы они могли заметить дым и найти свой путь.
QUEST_LV_0100_20151224_014280	Доклад поселенцев Izna
QUEST_LV_0100_20151224_014281	Вы успешно разожгли костер. Иди и скажи поселенцев Izna.
QUEST_LV_0100_20151224_014282	Костер может быть установлен, но Поселенец Izna все еще беспокоит что-то. Поговорите поселенцев Izna снова.
QUEST_LV_0100_20151224_014283	Подожгли дрова на компания ADATA шоссе
QUEST_LV_0100_20151224_014284	Поселенец Izna думает, что костер может быть трудно обнаружить с помощью жителей. Перейти на компания ADATA шоссе и подожгли дрова там.
QUEST_LV_0100_20151224_014285	Вы успешно победили Woodspirit. Вернуться к Поселенца Izna.
QUEST_LV_0100_20151224_014286	Поселенец Ivanayus вроде бы борется с чем-то. Идите и поговорите с поселенцами Ivanayus.
QUEST_LV_0100_20151224_014287	Собирайте Полезные Предметы
QUEST_LV_0100_20151224_014288	Поселенец Ivanayus находится в отчаянной потребности принадлежности и охотно селятся на использованные. Идите в Лесоруб кабины и собирать полезные предметы.
QUEST_LV_0100_20151224_014289	Доставить полезные предметы для поселенцев Ivanayus
QUEST_LV_0100_20151224_014290	Вы собрали достаточно полезные предметы. Довести их до Поселенца Ivanayus.
QUEST_LV_0100_20151224_014291	Поселенец Dallanas дает тебе испытующим взглядом. Поговорите поселенцев Dallanas.
QUEST_LV_0100_20151224_014292	Поклонение статуе богини Zemyna на Randoluma остальное место
QUEST_LV_0100_20151224_014293	Поселенец Dallanas говорит богинь благословляет тех, кто поклоняется их статуи. Поклонение статуе богини Zemyna на Randoluma местом отдыха и получить ее благословения.
QUEST_LV_0100_20151224_014294	Поселенец Dallanas кажется чем-то обеспокоены. Поговорите поселенцев Dallanas.
QUEST_LV_0100_20151224_014295	Поражение монстров на Randoluma остальное место
QUEST_LV_0100_20151224_014296	Поселенец Dallanas сказали ждать в Randoluma остальное место до вступления в Оршу, но оставаться там оказалось невозможно из-за количества монстров. Идите в Randoluma остальное место и победить монстров там.
QUEST_LV_0100_20151224_014297	В Randoluma остальное место безопаснее сейчас. Иди и скажи поселенцев Dallanas.
QUEST_LV_0100_20151224_014298	Поселенец Dallanas кажется что-то тревожит. Спросите их, что это неправильно.
QUEST_LV_0100_20151224_014299	Randoluma Остальное Место
QUEST_LV_0100_20151224_014300	Поселенец Dallanas говорит ее народ прибыл на Randoluma местом отдыха, но разбегаться из-за монстров. Идите Randoluma место отдыха и найти селяне прятались там.
QUEST_LV_0100_20151224_014301	Вы нашли крестьяне и принесли их в безопасное место. Скажите Поселенцев Dallanas.
QUEST_LV_0100_20151224_014302	Господа из Орши, Инеса Hamondale, хочет, чтобы вы услышали о том, что происходит в Орше прежде чем вы начнете свое путешествие. Поговорить с Инессой Hamondale о ситуации в Орше.
QUEST_LV_0100_20151224_014303	Инеса Hamondale попросил вас, чтобы найти епископа Оршанского, Урбонас, кто отсутствует. Поговорить с Инессой Hamondale снова.
QUEST_LV_0100_20151224_014304	Инеса Hamondale, кажется, что-то, уготованное вам прежде чем вы задались целью найти епископа Урбонас. Поговорить с Инессой Hamondale об этом.
QUEST_LV_0100_20151224_014305	Поклонение статуе богини Ausrine на центральной площади
QUEST_LV_0100_20151224_014306	Перед тем как уйти, Инеса Hamondale попросил вас, чтобы поклоняться статуе богини Ausrine на центральной площади.
QUEST_LV_0100_20151224_014307	Перейти на товар торговца в торговом районе
QUEST_LV_0100_20151224_014308	Инеса Hamondale подготовил маленький подарок для вас. Посмотреть товар торговца в торговом районе.
