ITEM_20150317_000001	Пустой шлем 
ITEM_20151102_008487	Подозрительно Круглые Металлические/Деревянные/Каменные Диска
ITEM_20151102_008488	Подозрительный на вид большой круглый диск. Говорят светится красным, когда выполняются определенные условия.
ITEM_20151102_008489	Красный осколок от озера
ITEM_20151102_008490	Небольшой осколок, который испускает красное свечение, с неизвестного происхождения.
ITEM_20151102_008491	Chafperor Мяса
ITEM_20151102_008492	Озеро, На Котором Можно
ITEM_20151102_008493	Частично сожжен Дневник от озера
ITEM_20151102_008494	Частично сжег дневник. Тяжело читать из-за случайных сожженные пятна.
ITEM_20151102_008495	Памятка на основе внучки Дневник
ITEM_20151102_008496	Коллекция мемо с транскрипции на основе частично сжег дневник. "Хй Exeperiment успешным, ---- это загрязняя воду без каких-либо проблем. Я буду продолжать следить за прогрессом, достигнутым в гигантский фруктовый лес. Кроме того, такой способ защиты, для ---- требуется."
ITEM_20151102_008497	Частично сгоревшей картины
ITEM_20151102_008498	Частично сожженное живописи. Все, кроме живописи, кажется, сгорел полностью. На картине изображен красный драгоценный камень и красный драгоценный камень в Гидра с его тела.
ITEM_20151102_008499	Голубое Озеро Травы
ITEM_20151102_008500	Это синий травянистое растение со своеобразным запахом, которая растет вокруг озера. Вероятно, его использовали на наживку, чтобы стереть запах человека.
ITEM_20151102_008501	Озеро Мяса
ITEM_20151102_008502	Мясо монстра. Использовалась приманка понравилась Гидра.
ITEM_20151102_008503	Желтое Озеро Травы
ITEM_20151102_008504	Желтая трава, которая растет вокруг озера. Она снимает боль.
ITEM_20151102_008505	Специальное масло от озера
ITEM_20151102_008506	Масло из жира.
ITEM_20151102_008507	Chaperer в Шпике
ITEM_20151102_008508	Монстра салом. Он может быть использован, чтобы сделать масло.
ITEM_20151102_008509	Специальные Tyronas Гидра Приманки
ITEM_20151102_008510	Завершен приманки. Tyronas Гидра действительно любит это.
ITEM_20151102_008511	Мешок с Подношениями
ITEM_20151102_008512	Компас магии ищет
ITEM_20151102_008513	Показывает Вам ближайших месте, где магия собирает.
ITEM_20151102_008514	Пустой Магический Шар
ITEM_20151102_008515	Хрустальный шар дал Михаил. Вы можете собрать волшебный, нападая на монстров.
ITEM_20151102_008516	Полностью заряженный магический шар
ITEM_20151102_008517	Хрустальный шар, наполненный магией. Михаил планирует использовать это как бомба.
ITEM_20151102_008518	Амулет магии развеять
ITEM_20151102_008519	Шарм, подготовленный Melchioras. Он может развеять магическое заклинание по exhausing волшебная сила внутри артефакта.
ITEM_20151102_008520	Коллекция волшебные шары
ITEM_20151102_008521	Волшебные шары, собранные всем, в сотрудничестве с Михаилом и его друзьями.
ITEM_20151102_008522	Неотправленные Письма
ITEM_20151102_008523	Письма, которые не были разосланы еще жители в castlefield, прежде чем они исчезли.
ITEM_20151102_008524	Полезная Стрелка
ITEM_20151102_008525	Она была использована один раз, но она все еще надеется быть в хорошем состоянии.
ITEM_20151224_008526	Начало Спасителя повязки
ITEM_20151224_008527	Главный Повязки
ITEM_20151224_008528	Серебряный Браслет
ITEM_20151224_008529	Бриллиантовый Браслет
ITEM_20151224_008530	Спирт Украшения Браслет
ITEM_20151224_008531	Шаман Повязки
ITEM_20151224_008532	Ориент Браслет
ITEM_20151224_008533	Золотой Браслет
ITEM_20151224_008534	Лист Шаблон Повязки
ITEM_20151224_008535	Стрекоза Повязки
ITEM_20151224_008536	Повязки с чувствами
ITEM_20151224_008537	No_hair
ITEM_20151224_008538	Terius
ITEM_20151224_008539	Hairstyle [Male]
ITEM_20151224_008540	Носить это изменит вашу прическу.
ITEM_20151224_008541	Денди Волна Скручиваемость
ITEM_20151224_008542	Пышные Волны Twintail
ITEM_20151224_008543	Hairstyle [Female]
ITEM_20151224_008544	Пышные Волны
ITEM_20151224_008545	Koperon Меч
ITEM_20151224_008546	Улучшенный Koperon Меч
ITEM_20151224_008547	Темный Меч
ITEM_20151224_008548	Солдатская Фальшион
ITEM_20151224_008549	Акулий Резец
ITEM_20151224_008550	 - 5% chance to activate the Bleeding effect for 30 seconds on enemies when using a skill attack{nl} - A basic attack will be set 5 hits, when applying the Bleeding effect to enemies. [Ongoing]{nl} - Reduces damage of [Astral Body] by {img red_down_arrow 16 16}50% on armored enemies
ITEM_20151224_008551	Этот меч, форма которого напоминает пасть акулы может сделать гораздо больше, чем просто резать.
ITEM_20151224_008552	Две Лопасти
ITEM_20151224_008553	Улучшенный Двухместный Лезвия
ITEM_20151224_008554	 - 2% шанс увеличения магической защиты на 15 секунд после получения магического урона
ITEM_20151224_008555	Разрушитель Заклинаний
ITEM_20151224_008556	 - 1.5% шанс создать защитный экран, который предотвращает 2380 урона в течение 30 секунд при получении магическая атака
ITEM_20151224_008557	Корона Штанги
ITEM_20151224_008558	Верхнюю Головку Штанги
ITEM_20151224_008559	Солдатская длинный стержень
ITEM_20151224_008560	 - Базовые атаки имеют 1% шанс уменьшить вражескую магическую защиту и повышает физическую защиту на 30 секунд
ITEM_20151224_008561	 - 5% шанс поджечь цель на 10 секунд
ITEM_20151224_008562	Круг Пруток
ITEM_20151224_008563	Оба в атаке и в обороне хороши.
ITEM_20151224_008564	Ричи Лук
ITEM_20151224_008565	Superior Ричи Лук
ITEM_20151224_008566	Этот лук использовался охотниками долгое время и использовать носовой ход был увеличен после Medzio Диена.
ITEM_20151224_008567	 - Базовые атаки имеют 2% шанс отравить цель на 20 секунд
ITEM_20151224_008568	Солдатская короткий лук
ITEM_20151224_008569	Стрелок
ITEM_20151224_008570	 - Attacks will reduce an enemy's critical resistance by {img red_down_arrow 16 16}8 for 20 seconds (Max Stacks: 20)
ITEM_20151224_008571	Kracked Шутер
ITEM_20151224_008572	Улучшенный Kracked Шутер
ITEM_20151224_008573	Бандит
ITEM_20151224_008574	Burawa
ITEM_20151224_008575	Улучшенный Burawa
ITEM_20151224_008576	Солдатский Железный клуб
ITEM_20151224_008577	Железный Кулак
ITEM_20151224_008578	 - Блокирование вражеской атаки снизит его защиту, {имг red_down_arrow 16 16}84 за 60 секунд
ITEM_20151224_008579	Этот кулак форменного Булава считается созданный для борьбы с щитом орудует враг. В силу этого тяжелого оружия может разрушить щит.
ITEM_20151224_008580	 - Святой имущества атаки увеличится на {имг green_up_arrow 16 16}50 при надевании на персонажа Клерик
ITEM_20151224_008581	Guardman Щит
ITEM_20151224_008582	Claria Интернет-Щит
ITEM_20151224_008583	Ferret Marauder Shield
ITEM_20151224_008584	Alemeth Башенный Щит
ITEM_20151224_008585	Pavaisa Щит
ITEM_20151224_008586	Corsesca
ITEM_20151224_008587	Улучшенный Corsesca
ITEM_20151224_008588	Halberd
ITEM_20151224_008589	Демон Щука
ITEM_20151224_008590	Улучшенный Демон Щука
ITEM_20151224_008591	 - 1% шанс уменьшить скорость передвижения противника на 10 секунд
ITEM_20151224_008592	Даже если Ваша оценка находится на линии, Вы не можете отрицать, что Ruklys был великим воином. Это копье, созданные в период гражданской войны имеет множество применений.
ITEM_20151224_008593	Калека
ITEM_20151224_008594	 - 33% шанс понизить выносливость противника на {имг red_down_arrow 16 16}1 и активировать калека эффект за 30 секунд{ея} - Укладка калека эффект 10 будет ниже цели скорость передвижения на {имг red_down_arrow 16 16}20 за 10 секунд
ITEM_20151224_008595	Кто-нибудь удара этого копья вдруг будет хромать.
ITEM_20151224_008596	Может легко справиться с любым противником, так как оно содержит все элементарные силы.
ITEM_20151224_008597	Улучшенный Чура
ITEM_20151224_008598	Крови Кинжал
ITEM_20151224_008599	Дрейк Персонала
ITEM_20151224_008600	Дрейк Превосходный Персонал
ITEM_20151224_008601	Крест Персонал
ITEM_20151224_008602	Улучшенный Кросс Персонала
ITEM_20151224_008603	Астро Персонала
ITEM_20151224_008604	Улучшенный Астро Персонала
ITEM_20151224_008605	Бокун Персонала
ITEM_20151224_008606	Yorgis Дрейк Персонала
ITEM_20151224_008607	Злой Персонал
ITEM_20151224_008608	Улучшенный Зло Персонала
ITEM_20151224_008609	 - Черт возьми дыхание имеет 20% шанс поджечь врага на 10 секунд
ITEM_20151224_008610	 - Повышает все Cryomancer уровня мастерства исполнителя 2{ея} - лед навыков имеют 15% шанс заморозить врага на 3 секунды
ITEM_20151224_008611	Питание Сотрудников
ITEM_20151224_008612	 - Staff attacks (C Key) increases damage equal to 200% of your magic attack
ITEM_20151224_008613	Вы можете сталкиваться с врагами без магии с таким персоналом.
ITEM_20151224_008614	Королевский Пистолет
ITEM_20151224_008615	Улучшенный Королевский Пистолет
ITEM_20151224_008616	Улучшенный Рапиры
ITEM_20151224_008617	Дуал Рапиры
ITEM_20151224_008618	Улучшенный Рапиры
ITEM_20151224_008619	Спада
ITEM_20151224_008620	Рапира, созданные потерянный рецепт восстановлены после Medzio Диена благодаря усилиям многих кузнецы. Он выполняет превосходно несмотря на не полное восстановление.
ITEM_20151224_008621	Superior Кэннон
ITEM_20151224_008622	Практика Пушки
ITEM_20151224_008623	Yorgis Пушки
ITEM_20151224_008624	Улучшенный Мушкет
ITEM_20151224_008625	Практика Мушкет
ITEM_20151224_008626	Yorgis Мушкет
ITEM_20151224_008627	Финишер
ITEM_20151224_008628	С этим, вы можете четко отрезать трахею противника.
ITEM_20151224_008629	Королевский Маг Перчатки
ITEM_20151224_008630	Королевский Маг Сапоги
ITEM_20151224_008631	Королевский Маг Штаны
ITEM_20151224_008632	Королевский Маг Халат
ITEM_20151224_008633	Бандит Перчатки
ITEM_20151224_008634	Бандит Сапоги
ITEM_20151224_008635	Бандит Брюки
ITEM_20151224_008636	Доспехи Бандита
ITEM_20151224_008637	Королевская Гвардия Перчатки
ITEM_20151224_008638	Королевская Гвардия Гривз
ITEM_20151224_008639	Королевской Гвардии Брюки
ITEM_20151224_008640	Королевской Гвардии Броня
ITEM_20151224_008641	Улучшенный Королевский Маг Рукавицы
ITEM_20151224_008642	Улучшенный Королевский Маг Сапоги
ITEM_20151224_008643	Улучшенный Королевский Маг Штаны
ITEM_20151224_008644	Улучшенный Королевский Маг Халат
ITEM_20151224_008645	Улучшенный Бандит Перчатки
ITEM_20151224_008646	Улучшенный Бандит Сапоги
ITEM_20151224_008647	Улучшенный Бандита Штаны
ITEM_20151224_008648	Улучшенный Доспех Бандита
ITEM_20151224_008649	Улучшенный Королевской Гвардии Рукавицы
ITEM_20151224_008650	Улучшенный Королевской Гвардии Гривз
ITEM_20151224_008651	Улучшенный Королевской Гвардии Брюки
ITEM_20151224_008652	Улучшенный Королевской Гвардии Броня
ITEM_20151224_008653	Velnia Обезьяна Кожаные Штаны
ITEM_20151224_008654	Velnia Обезьяна Кожаные Доспехи
ITEM_20151224_008655	Elkosh Перчатки
ITEM_20151224_008656	Elkosh Сапоги
ITEM_20151224_008657	Elkosh Брюки
ITEM_20151224_008658	Elkosh Robe
ITEM_20151224_008659	Ibre Перчатки
ITEM_20151224_008660	Ibre Сапоги
ITEM_20151224_008661	Ibre Брюки
ITEM_20151224_008662	Ibre Броня
ITEM_20151224_008663	Grynas Рукавицы
ITEM_20151224_008664	Grynas Гривз
ITEM_20151224_008665	Grynas Леггинсы
ITEM_20151224_008666	Grynas Броня
ITEM_20151224_008667	Позволяет бежать так быстро, как ветер.
ITEM_20151224_008668	Многие люди не знают, но это оборудование можно приобрести настолько дешево благодаря богине Лайма планирования с ее старого форсайта. 
ITEM_20151224_008669	Превосходный Мудрец Ожерелье
ITEM_20151224_008670	Опекун Ожерелье
ITEM_20151224_008671	Улучшенный Страж Ожерелье
ITEM_20151224_008672	Nebelet Ожерелье
ITEM_20151224_008673	Мэйвен Ожерелье
ITEM_20151224_008674	 - Increases magic defense by {img red_up_arrow 16 16}6 and reduces physical defense by {img green_down_arrow 16 16}6 for 30 seconds when you receive magic damage (Max Stacks: 20)
ITEM_20151224_008675	 - Увеличивает магию усиления, равный 40% от восстановления HP{ея} - уменьшает базовое восстановление здоровья до 0
ITEM_20151224_008676	Камень Браслет
ITEM_20151224_008677	Этот камень, наполненный магией могут быть использованы для создания браслетов.
ITEM_20151224_008678	Улучшенный Браслет Звезды
ITEM_20151224_008679	Улучшенный Камень Браслет
ITEM_20151224_008680	Kranto Браслет
ITEM_20151224_008681	 - Активизирует сбор растения эффект за 30 секунд, когда победив растения-монстры типа{ея} - трава предметы могут быть отброшены при этом эффект суммируется 15 раз
ITEM_20151224_008682	Elements Dance
ITEM_20151224_008683	Созданные магами, чтобы защитить себя от стихийной магии, но из-за роковой ошибки он не мог быть сделан.
ITEM_20151224_008684	 - Избегая вражеских атак будут активировать этот эффект исступления за 5 секунд{ея} - увеличивается физическая атака на 235, скорость передвижения на 10 и уменьшает физическую защиту на 88 на 30 секунд, при этом эффект суммируется до 8 раз.
ITEM_20151224_008685	Тамплиер Костюм
ITEM_20151224_008686	Костюм Мудреца
ITEM_20151224_008687	Чернокнижник Костюм
ITEM_20151224_008688	Руна Литейщик Костюм
ITEM_20151224_008689	Капеллан Костюм
ITEM_20151224_008690	Каббалист Костюм
ITEM_20151224_008691	Мечник Мастер Костюм
ITEM_20151224_008692	Ваша внешность будет меняться, если оснастить этот.
ITEM_20151224_008693	Peltasta Мастер Костюм
ITEM_20151224_008694	Смотрящего Костюм
ITEM_20151224_008695	Наемник Пост Мастер Костюм
ITEM_20151224_008696	Паладин Мастер Костюм
ITEM_20151224_008697	Крылья Vibora костюм
ITEM_20151224_008698	Прическа Костюм 1
ITEM_20151224_008699	Прическа Костюм 2
ITEM_20151224_008700	Прическа Костюм 3
ITEM_20151224_008701	Шпильки, что закончил с точностью с помощью мастера. Щелкните правой кнопкой мыши оборудовать.
ITEM_20151224_008702	Новую Шляпу 01
ITEM_20151224_008703	Белая Лента Украшение Канотье
ITEM_20151224_008704	Красную Ленточку Украшения Канотье
ITEM_20151224_008705	Зимняя Шапка
ITEM_20151224_008706	Новая Шляпа 05
ITEM_20151224_008707	Новая Шляпа 06
ITEM_20151224_008708	Канотье
ITEM_20151224_008709	Новая Шляпа 08
ITEM_20151224_008710	Благородная Шляпа
ITEM_20151224_008711	Новая Шапка 10
ITEM_20151224_008712	Новая Шляпа 11
ITEM_20151224_008713	Новый Шлем 12
ITEM_20151224_008714	Новая Шляпка 13
ITEM_20151224_008715	Новая Шляпа 14
ITEM_20151224_008716	Новая Шляпка 15
ITEM_20151224_008717	Достоинства Митры
ITEM_20151224_008718	Митра полны достоинства. Это легко поймать внимание окружающих.
ITEM_20151224_008719	Престиж Miter
ITEM_20151224_008720	Другие будут внимательнее слушать вас.
ITEM_20151224_008721	Навязывание Митры
ITEM_20151224_008722	Вы можете создать подавляющую атмосферу, нося это.
ITEM_20151224_008723	Новая Шляпа 19
ITEM_20151224_008724	Новая Шляпка 20
ITEM_20151224_008725	Новая Шляпка 21
ITEM_20151224_008726	Новая Шляпа 22
ITEM_20151224_008727	Вождь Племени Голове Украшения
ITEM_20151224_008728	Украшения из перьев-это общая черта между племенами.
ITEM_20151224_008729	Собачьей Головы Украшения
ITEM_20151224_008730	Это может вызвать беспокойство во время еды.
ITEM_20151224_008731	Новая Шапка 25
ITEM_20151224_008732	Новая Шляпа 26
ITEM_20151224_008733	Новая Шляпа 27
ITEM_20151224_008734	Новая Шляпа 28
ITEM_20151224_008735	Новая Шляпка 29
ITEM_20151224_008736	Гроб Ритуальная
ITEM_20151224_008737	Небо теплый ветер нежно ветерки над их домом. Радуга-это всегда появляться через плечо.
ITEM_20151224_008738	Cornus Шлем
ITEM_20151224_008739	Вы можете подобрать и съесть плоды, если вы когда-нибудь чувствовать себя голодным.
ITEM_20151224_008740	Hanaming Кукла
ITEM_20151224_008741	Кукла, которая выглядит как Hanaming.
ITEM_20151224_008742	Popolion Кукла
ITEM_20151224_008743	Кукла, которая выглядит как Popolion.
ITEM_20151224_008744	Красный Берет
ITEM_20151224_008745	Красным беретом, который respresents выдающихся движений. Этот берет для пользователей, которые посещали г-стар 2015.
ITEM_20151224_008746	Событие Шляпа 2
ITEM_20151224_008747	Канистру с водой. Отлично подходит для полива сельскохозяйственных культур.
ITEM_20151224_008748	Ручка
ITEM_20151224_008749	Флаг Тамплиеров
ITEM_20151224_008750	Демон варенье, которое невозможно не доесть попробовав его в первый раз.
ITEM_20151224_008751	ТП коробке
ITEM_20151224_008752	Adds +500 Character EXP and +385 Class EXP.{nl}Right-click to use.
ITEM_20151224_008753	Adds +2686 Character EXP and +2068 Class EXP.{nl}Right-click to use.
ITEM_20151224_008754	Adds +8442 Character EXP and +6500 Class EXP.{nl}Right-click to use.
ITEM_20151224_008755	Adds +22860 Character EXP and +17602 Class EXP.{nl}Right-click to use.
ITEM_20151224_008756	Adds +24571 Character EXP and +18919 Class EXP.{nl}Right-click to use.
ITEM_20151224_008757	Adds +60312 Character EXP and +46440 Class EXP.{nl}Right-click to use.
ITEM_20151224_008758	Adds +142150 Character EXP and +109455 Class EXP.{nl}Right-click to use.
ITEM_20151224_008759	Adds +209334 Character EXP and +161187 Class EXP.{nl}Right-click to use.
ITEM_20151224_008760	Adds +237943 Character EXP and +183216 Class EXP.{nl}Right-click to use.
ITEM_20151224_008761	Adds +541023 Character EXP and +416587 Class EXP.{nl}Right-click to use.
ITEM_20151224_008762	Adds +608155 Character EXP and +468279 Class EXP.{nl}Right-click to use.
ITEM_20151224_008763	Adds +1344829 Character EXP and +1035518 Class EXP.{nl}Right-click to use.
ITEM_20151224_008764	Позволяет построить башню Гильдии. Может использоваться только в полях.
ITEM_20151224_008765	Food that a companion enjoys. Recovers +60 stamina after recovering all HP.
ITEM_20151224_008766	Щит Зарядное Устройство
ITEM_20151224_008767	Орша Варп Прокрутки
ITEM_20151224_008768	Телепортирует вас к Орше. Щелкните правой кнопкой мыши для использования.
ITEM_20151224_008769	Неполное Ruklys Квас
ITEM_20151224_008770	Увеличивает Аое атаки коэффициент к 1 в течение 1 минуты. Щелкните правой кнопкой мыши для использования. Кулдаун 120 секунд.
ITEM_20151224_008771	Полное Ruklys Квас
ITEM_20151224_008772	Увеличивает Аое атаки коэффициент 3 в течение 3 минут. Щелкните правой кнопкой мыши для использования. Время восстановления 5 минут.
ITEM_20151224_008773	Может Зелье
ITEM_20151224_008774	Увеличивает критическую скорость по 24 за 1 минуту. Щелкните правой кнопкой мыши для использования. Кулдаун 120 секунд.
ITEM_20151224_008775	Сгущенное Может Зелье
ITEM_20151224_008776	Увеличивает критическую скорость по 36 за 30 секунд. Щелкните правой кнопкой мыши для использования. Время восстановления 60 секунд.
ITEM_20151224_008777	Сила Зелья
ITEM_20151224_008778	Повышает физическую атаку на 35 в течение 1 минуты. Щелкните правой кнопкой мыши для использования. Кулдаун 120 секунд
ITEM_20151224_008779	Сгущенное Силы Зелье
ITEM_20151224_008780	Повышает физическую атаку на 65 в течение 30 секунд. Щелкните правой кнопкой мыши для использования. Время восстановления 60 секунд.
ITEM_20151224_008781	Критические Атаки Повышают Зелье
ITEM_20151224_008782	Увеличивает шанс нанесения критического удара на 80 на 120 секунд. Щелкните правой кнопкой мыши для использования. Время восстановления 60 секунд.
ITEM_20151224_008783	Зелье Огнестойкости
ITEM_20151224_008784	Увеличивает сопротивление огню на 30 в течение 1 минуты. Щелкните правой кнопкой мыши для использования. Время восстановления 90 секунд.
ITEM_20151224_008785	Сопротивление Льда Зелье
ITEM_20151224_008786	Увеличивает сопротивление льда по 30 за 1 минуту. Щелкните правой кнопкой мыши для использования. Время восстановления 90 секунд.
ITEM_20151224_008787	Яда Зелье Сопротивления
ITEM_20151224_008788	Увеличивает сопротивление яду на 30 в течение 1 минуты. Щелкните правой кнопкой мыши для использования. Время восстановления 90 секунд.
ITEM_20151224_008789	Зелье Сопротивления Земли
ITEM_20151224_008790	Увеличивает сопротивление земле на 30 в течение 1 минуты. Щелкните правой кнопкой мыши для использования. Время восстановления 90 секунд.
ITEM_20151224_008791	Сопротивление Молнии Зелье
ITEM_20151224_008792	Увеличивает устойчивость к молнии на 30 в течение 1 минуты. Щелкните правой кнопкой мыши для использования. Время восстановления 90 секунд.
ITEM_20151224_008793	Магическая Защита Зелье
ITEM_20151224_008794	Увеличивает магическую защиту на 20 в течение 1 минуты. Щелкните правой кнопкой мыши для использования. Кулдаун 120 секунд.
ITEM_20151224_008795	Магическая Атака Зелье
ITEM_20151224_008796	Увеличивает магическую атаку на 35 в течение 1 минуты. Щелкните правой кнопкой мыши для использования. Кулдаун 120 секунд.
ITEM_20151224_008797	Свиток Трансформации: Popolion
ITEM_20151224_008798	Свиток, позволяющий трансформироваться в монстра за определенный период времени. Может использоваться только в городе.
ITEM_20151224_008799	Свиток Трансформации: Хорек
ITEM_20151224_008800	Свиток Трансформации: Крошечные
ITEM_20151224_008801	Свиток Трансформации: Панто
ITEM_20151224_008802	Свиток Трансформации: Honeybean
ITEM_20151224_008803	Свиток Трансформации: Кепа
ITEM_20151224_008804	Свиток Трансформации: Jukopus
ITEM_20151224_008805	Kaleimas HP Potion
ITEM_20151224_008806	Мгновенно восстанавливает 1520 л. с. и дополнительно восстанавливает в общей сложности 2128 НР каждые 2 секунды в течение 15 секунд.{nl}щелкните правой кнопкой мыши для использования. Время восстановления 45 секунд.
ITEM_20151224_008807	Kaleimas SP Potion
ITEM_20151224_008808	Мгновенно восстанавливает 605 СП, а также дополнительно восстанавливает в общей сложности 847 СП каждые 2 секунды в течение 15 секунд.{nl}щелкните правой кнопкой мыши для использования. Время восстановления 45 секунд.
ITEM_20151224_008809	Alemeth НР зелье
ITEM_20151224_008810	Мгновенно восстанавливает 1120 л. с., а также дополнительно восстанавливает в общей сложности 1568 НР каждые 2 секунды в течение 15 секунд.{nl}щелкните правой кнопкой мыши для использования. Время восстановления 45 секунд.
ITEM_20151224_008811	Alemeth СП зелье
ITEM_20151224_008812	Мгновенно восстанавливает 445 СП, а также дополнительно восстанавливает в общей сложности 623 СП каждые 2 секунды в течение 15 секунд.{nl}щелкните правой кнопкой мыши для использования. Время восстановления 45 секунд.
ITEM_20151224_008813	Fedimian Варп Прокрутки
ITEM_20151224_008814	Телепортирует вас к Fedimian. Щелкните правой кнопкой мыши для использования.
ITEM_20151224_008815	Название - начало Спасителя
ITEM_20151224_008816	Название в ознаменование пользователям, принявшим участие в 1-й КБТ.
ITEM_20151224_008817	Taumas НР зелье
ITEM_20151224_008818	Мгновенно восстанавливает 1680 л. с., а также дополнительно восстанавливает всего 2352 НР каждые 2 секунды в течение 15 секунд.{nl}щелкните правой кнопкой мыши для использования. Время восстановления 45 секунд.
ITEM_20151224_008819	Rasvoy СП зелье
ITEM_20151224_008820	Мгновенно восстанавливает 670 СП, а также дополнительно восстанавливает в общей сложности 938 СП каждые 2 секунды в течение 15 секунд.{nl}щелкните правой кнопкой мыши для использования. Время восстановления 45 секунд.
ITEM_20151224_008821	Кормить
ITEM_20151224_008822	Свинка любимая еда. Полностью восстанавливает ваш компаньон HP и восстанавливает их выносливость на 60. 
ITEM_20151224_008823	Бамбук
ITEM_20151224_008824	Малая Панда любимая еда. Полностью восстанавливает ваш компаньон HP и восстанавливает их выносливость на 60. 
ITEM_20151224_008825	Тропические Фрукты
ITEM_20151224_008826	Тукан любимая еда. Полностью восстанавливает ваш компаньон HP и восстанавливает их выносливость на 60. 
ITEM_20151224_008827	Люцерна
ITEM_20151224_008828	Морская Свинка
ITEM_20151224_008829	Сырое Мясо
ITEM_20151224_008830	Сова любимая еда. Полностью восстанавливает ваш компаньон HP и восстанавливает их выносливость на 60. 
ITEM_20151224_008831	Значения Lv1 Атака Ракета-Носитель
ITEM_20151224_008832	Adds +22 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008833	Значения Lv1 Атака Ракета-Носитель
ITEM_20151224_008834	Adds +15 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008835	Lv2 Атака Ракета-Носитель
ITEM_20151224_008836	Adds +18 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008837	Lv3 Атака Ракета-Носитель
ITEM_20151224_008838	Adds +21 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008839	Lv4 Атака Ракета-Носитель
ITEM_20151224_008840	Adds +24 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008841	Lv5 Атака Ракета-Носитель
ITEM_20151224_008842	Adds +27 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008843	Lv6 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008844	Увеличивает ваш Аое атаки коэффициент 3 в течение 45 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008845	Lv7 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008846	Увеличивает ваш Аое атаки коэффициент 3 за 50 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008847	В Lv8 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008848	Увеличивает ваш Аое атаки коэффициент 3 за 55 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008849	Lv9 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008850	Увеличивает ваш Аое атаки коэффициент 3 в течение 60 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008851	Lv10 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008852	Увеличивает ваш Аое атаки коэффициент 3 в течение 65 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008853	Lv11 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008854	Увеличивает ваш Аое атаки коэффициент 3 в течение 70 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008855	Lv12 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008856	Увеличивает ваш Аое атаки коэффициент 3 за 75 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008857	Lv13 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008858	Увеличивает ваш Аое атаки коэффициент 3 за 80 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008859	Lv14 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008860	Увеличивает ваш Аое атаки коэффициент 3 за 85 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008861	Lv15 Аое Атаки Коэффициент Увеличения Зелье
ITEM_20151224_008862	Увеличивает ваш Аое атаки коэффициент 3 в течение 90 секунд. Щелкните правой кнопкой мыши для использования. Время перезарядки: 60 секунд.
ITEM_20151224_008863	Lv6 Атака Ракета-Носитель
ITEM_20151224_008864	Adds +30 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008865	Lv7 Атака Ракета-Носитель
ITEM_20151224_008866	Adds +33 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008867	В Lv8 Атака Ракета-Носитель
ITEM_20151224_008868	Adds +36 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008869	Lv9 Атака Ракета-Носитель
ITEM_20151224_008870	Adds +39 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008871	Lv10 Атака Ракета-Носитель
ITEM_20151224_008872	Adds +42 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008873	Lv11 Атака Ракета-Носитель
ITEM_20151224_008874	Adds +45 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008875	Lv12 Атака Ракета-Носитель
ITEM_20151224_008876	Adds +48 damage to your weapon. {nl}Can be used after assigning it to a quick slot.
ITEM_20151224_008877	Lv13 Атака Ракета-Носитель
